,date,provider,video_id,page_link,download_link,title,description,thumbnail_default,thumbnail_medium,thumbnail_high,downloaded
31,2011-01-01T00:00:00Z,website,9d9b3060608,https://oyc.yale.edu/chemistry/chem-125b/lecture-36,http://openmedia.yale.edu/cgi-bin/open_yale/media_downloader.cgi?file=/courses/spring11/chem125b/mov/chapters/chem125_36_042511.mov,CHEM 125b - Lecture 36 - α-Reactivity and Condensation Reactions | Open Yale Courses,0,0,0,0,True
32,2011-01-01T00:00:00Z,website,b089735ef22,https://oyc.yale.edu/chemistry/chem-125b/lecture-24,http://openmedia.yale.edu/cgi-bin/open_yale/media_downloader.cgi?file=/courses/spring11/chem125b/mov/chapters/chem125_24_032511.mov,"CHEM 125b - Lecture 24 - Higher-Order Effects, Dynamics, and the NMR Time Scale | Open Yale Courses",0,0,0,0,True
33,2011-01-01T00:00:00Z,website,72b0bcab744,https://oyc.yale.edu/chemistry/chem-125b/lecture-15,http://openmedia.yale.edu/cgi-bin/open_yale/media_downloader.cgi?file=/courses/spring11/chem125b/mov/chapters/chem125_15_021611.mov,"CHEM 125b - Lecture 15 - Metals and Catalysis in Alkene Oxidation, Hydrogenation, Metathesis, and Polymerization | Open Yale Courses",0,0,0,0,True
34,2011-01-01T00:00:00Z,website,8ddf851b52f,https://oyc.yale.edu/chemistry/chem-125b/lecture-1,http://openmedia.yale.edu/cgi-bin/open_yale/media_downloader.cgi?file=/courses/spring11/chem125b/mov/chapters/chem125_01_011011.mov,CHEM 125b - Lecture 1 - Mechanism: How Energies and Kinetic Order Influence Reaction Rates | Open Yale Courses,0,0,0,0,True
35,2011-01-01T00:00:00Z,website,192113d1c81,https://oyc.yale.edu/chemistry/chem-125b/lecture-26,http://openmedia.yale.edu/cgi-bin/open_yale/media_downloader.cgi?file=/courses/spring11/chem125b/mov/chapters/chem125_26_033011.mov,CHEM 125b - Lecture 26 - Aromatic Substitution in Synthesis: Friedel-Crafts and Moses Gomberg | Open Yale Courses,0,0,0,0,True
36,2011-01-01T00:00:00Z,website,e977688fd4e,https://oyc.yale.edu/chemistry/chem-125b/lecture-13,http://openmedia.yale.edu/cgi-bin/open_yale/media_downloader.cgi?file=/courses/spring11/chem125b/mov/chapters/chem125_13_021111.mov,CHEM 125b - Lecture 13 - Addition to Form Three-Membered Rings: Carbenoids and Epoxidation | Open Yale Courses,0,0,0,0,True
37,2008-01-01T00:00:00Z,website,0dcad5a56e1,https://oyc.yale.edu/psychology/psyc-123/lecture-6,http://openmedia.yale.edu/cgi-bin/open_yale/media_downloader.cgi?file=/courses/fall08/psyc123/mov/chapters/psyc123_06_092208.mov,PSYC 123 - Lecture 6 - Culture and the Remarkable Plasticity of Eating (Presentation by Ashley Gearhardt) | Open Yale Courses,0,0,0,0,True
38,2008-01-01T00:00:00Z,website,bb276e50d5a,https://oyc.yale.edu/psychology/psyc-123/lecture-2,http://openmedia.yale.edu/cgi-bin/open_yale/media_downloader.cgi?file=/courses/fall08/psyc123/mov/chapters/psyc123_02_090808.mov,"PSYC 123 - Lecture 2 - Food Then, Food Now: Modern Food Conditions and Their Mismatch with Evolution | Open Yale Courses",0,0,0,0,True
39,2008-01-01T00:00:00Z,website,11c07a7e76c,https://oyc.yale.edu/psychology/psyc-123/lecture-20,http://openmedia.yale.edu/cgi-bin/open_yale/media_downloader.cgi?file=/courses/fall08/psyc123/mov/chapters/psyc123_20_111208.mov,PSYC 123 - Lecture 20 - Schools and Nutrition: Where Health and Politics Collide (Guest Lecture by Marlene B. Schwartz) | Open Yale Courses,0,0,0,0,True
40,2008-01-01T00:00:00Z,website,db41968795f,https://oyc.yale.edu/psychology/psyc-123/lecture-18,http://openmedia.yale.edu/cgi-bin/open_yale/media_downloader.cgi?file=/courses/fall08/psyc123/mov/chapters/psyc123_18_110508.mov,"PSYC 123 - Lecture 18 - The Politics of Food II: The Issues, the Fights and Who Controls the Frame | Open Yale Courses",0,0,0,0,True
41,2011-01-01T00:00:00Z,website,fb3e4fd61a1,https://oyc.yale.edu/philosophy/phil-181/lecture-13,http://openmedia.yale.edu/cgi-bin/open_yale/media_downloader.cgi?file=/courses/spring11/phil181/mov/chapters/phil181_13_022211.mov,PHIL 181 - Lecture 13 - Deontology | Open Yale Courses,0,0,0,0,True
42,2011-01-01T00:00:00Z,website,047911ed548,https://oyc.yale.edu/philosophy/phil-181/lecture-26,http://openmedia.yale.edu/cgi-bin/open_yale/media_downloader.cgi?file=/courses/spring11/phil181/mov/chapters/phil181_26_042111.mov,PHIL 181 - Lecture 26 - Concluding Lecture | Open Yale Courses,0,0,0,0,True
43,2011-01-01T00:00:00Z,website,1cc5ff2708a,https://oyc.yale.edu/philosophy/phil-181/lecture-7,http://openmedia.yale.edu/cgi-bin/open_yale/media_downloader.cgi?file=/courses/spring11/phil181/mov/chapters/phil181_07_020311.mov,PHIL 181 - Lecture 7 - Flourishing and Attachment | Open Yale Courses,0,0,0,0,True
44,2017-08-17T18:52:12.000Z,youtube,UZiEFO3J8mE,0,0,22. Partial Differential Equations 1,"MIT 10.34 Numerical Methods Applied to Chemical Engineering, Fall 2015 View the complete course: http://ocw.mit.edu/10-34F15 Instructor: William Green ...",https://i.ytimg.com/vi/UZiEFO3J8mE/default.jpg,https://i.ytimg.com/vi/UZiEFO3J8mE/mqdefault.jpg,https://i.ytimg.com/vi/UZiEFO3J8mE/hqdefault.jpg,True
45,2019-05-16T16:45:36.000Z,youtube,cxTmmasBiC8,0,0,35. Finding Clusters in Graphs,"MIT 18.065 Matrix Methods in Data Analysis, Signal Processing, and Machine Learning, Spring 2018 Instructor: Gilbert Strang View the complete course: ...",https://i.ytimg.com/vi/cxTmmasBiC8/default.jpg,https://i.ytimg.com/vi/cxTmmasBiC8/mqdefault.jpg,https://i.ytimg.com/vi/cxTmmasBiC8/hqdefault.jpg,True
46,2019-07-18T19:24:48.000Z,youtube,Y4f7K9XF04k,0,0,7. Eckart-Young: The Closest Rank k Matrix to A,"MIT 18.065 Matrix Methods in Data Analysis, Signal Processing, and Machine Learning, Spring 2018 Instructor: Gilbert Strang View the complete course: ...",https://i.ytimg.com/vi/Y4f7K9XF04k/default.jpg,https://i.ytimg.com/vi/Y4f7K9XF04k/mqdefault.jpg,https://i.ytimg.com/vi/Y4f7K9XF04k/hqdefault.jpg,True
47,2018-07-25T17:59:03.000Z,youtube,My5w4MXWBew,0,0,Geometry of Linear Algebra,"MIT 18.06SC Linear Algebra, Fall 2011 View the complete course: https://ocw.mit.edu/18-06SCF11 Instructor: Linan Chen A teaching assistant works through a ...",https://i.ytimg.com/vi/My5w4MXWBew/default.jpg,https://i.ytimg.com/vi/My5w4MXWBew/mqdefault.jpg,https://i.ytimg.com/vi/My5w4MXWBew/hqdefault.jpg,True
48,2019-11-07T13:19:14.000Z,youtube,kVbN3VouUo0,0,0,Homes away from home: Elizabeth Tasker on the hunt for habitable planets,"In a live public lecture from Perimeter Institute on November 6, 2019, astrophysicist Elizabeth Tasker (Japan Aerospace Exploration Agency) took the audience on a stroll through a few of the alien worlds that have been discovered in our galaxy, seeking an answer to the question: Could any be home to life? BMO Financial Group is a Supporting Partner of this talk. ",https://i.ytimg.com/vi/kVbN3VouUo0/default.jpg,https://i.ytimg.com/vi/kVbN3VouUo0/mqdefault.jpg,https://i.ytimg.com/vi/kVbN3VouUo0/hqdefault.jpg,True
49,2019-10-03T14:17:10.000Z,youtube,Hm-xn-L0z4Y,0,0,Sir Martin Rees Public Lecture: Surviving the Century,"In his public lecture at Perimeter on October 2, 2019, Sir Martin Rees (UK Astronomer Royal) explored how advances in biotech, cyber-technology, robotics, and space exploration could allow for a bright future for humanity, as well as the very real risks we face as a society. ",https://i.ytimg.com/vi/Hm-xn-L0z4Y/default.jpg,https://i.ytimg.com/vi/Hm-xn-L0z4Y/mqdefault.jpg,https://i.ytimg.com/vi/Hm-xn-L0z4Y/hqdefault.jpg,True
50,2019-11-28T04:38:11.000Z,youtube,uYJLyGoWbzY,0,0,"Lecture 19: Crisis, Crash, and Response","In this lecture, Prof. Shapiro discusses the financial crisis of 2008 and subsequent choices in historical perspective, three perspectives on regulation and missed opportunities.",https://i.ytimg.com/vi/uYJLyGoWbzY/default.jpg,https://i.ytimg.com/vi/uYJLyGoWbzY/mqdefault.jpg,https://i.ytimg.com/vi/uYJLyGoWbzY/hqdefault.jpg,True
51,2014-09-19T18:25:36.000Z,youtube,g-yPqNmrgYw,0,0,Effective Assistance of Counsel (s7b),Effective Assistance of Counsel (s7b),https://i.ytimg.com/vi/g-yPqNmrgYw/default.jpg,https://i.ytimg.com/vi/g-yPqNmrgYw/mqdefault.jpg,https://i.ytimg.com/vi/g-yPqNmrgYw/hqdefault.jpg,True
